
"Склады отгрузки";Weeks;Cubes
;;вместимость
Склад12||Склад12_о;W8;32087
Склад12||Склад12_о;W9;31378
Склад12||Склад12_о;W10;31331
Склад12||Склад12_о;W11;30650
Склад12||Склад12_о;W12;30792
Склад12||Склад12_о;W13;29145
Склад12||Склад12_о;W14;30424
Склад12||Склад12_о;W15;30188
Склад12||Склад12_о;W16;31263
Склад12||Склад12_о;W17;30050
Склад12||Склад12_о;W18;31780
Склад12||Склад12_о;W19;30300
Склад12||Склад12_о;W20;31268
Склад12||Склад12_о;W21;29993
Склад12||Склад12_о;W22;28918
Склад12||Склад12_о;W23;29754
Склад12||Склад12_о;W24;30803
Склад12||Склад12_о;W25;30092
Склад12||Склад12_о;W26;30958
Склад12||Склад12_о;W27;30507
Склад12||Склад12_о;W28;29990
Склад12||Склад12_о;W29;31580
Склад12||Склад12_о;W30;32551
Склад12||Склад12_о;W31;31482
Склад12||Склад12_о;W32;32106
Склад12||Склад12_о;W33;32574
Склад12||Склад12_о;W34;33004
Склад12||Склад12_о;W35;33592
Склад12||Склад12_о;W36;32713
Склад12||Склад12_о;W37;32753
Склад12||Склад12_о;W38;33220
Склад12||Склад12_о;W39;30744
Склад12||Склад12_о;W40;31822
Склад12||Склад12_о;W41;31882
Склад12||Склад12_о;W42;31358
Склад12||Склад12_о;W43;32131
Склад12||Склад12_о;W44;32029
Склад12||Склад12_о;W45;34352
Склад12||Склад12_о;W46;33221
Склад12||Склад12_о;W47;33462
Склад12||Склад12_о;W48;33853
Склад12||Склад12_о;W49;32446
Склад12||Склад12_о;W50;33693
Склад12||Склад12_о;W51;32057
Склад12||Склад12_о;W52;30884
Склад12||Склад12_о;W53;35994
